image_path,mask_path,defect_type,is_defect
data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp5_num_274174.jpg,data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp5_num_274174.png,Uneven,1
data/raw/magnetic_tile_dataset/MT_Fray/Imgs/exp3_num_20409.jpg,data/raw/magnetic_tile_dataset/MT_Fray/Imgs/exp3_num_20409.png,Fray,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_157736.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_157736.png,Free,0
data/raw/magnetic_tile_dataset/MT_Fray/Imgs/exp2_num_20390.jpg,data/raw/magnetic_tile_dataset/MT_Fray/Imgs/exp2_num_20390.png,Fray,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp3_num_192174.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp3_num_192174.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp1_num_53011.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp1_num_53011.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp1_num_255641.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp1_num_255641.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_157245.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_157245.png,Free,0
data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp2_num_265103.jpg,data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp2_num_265103.png,Blowhole,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_320501.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_320501.png,Free,0
data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp4_num_352527.jpg,data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp4_num_352527.png,Uneven,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp1_num_50387.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp1_num_50387.png,Free,0
data/raw/magnetic_tile_dataset/MT_Break/Imgs/exp3_num_98116.jpg,data/raw/magnetic_tile_dataset/MT_Break/Imgs/exp3_num_98116.png,Break,1
data/raw/magnetic_tile_dataset/MT_Fray/Imgs/exp6_num_258703.jpg,data/raw/magnetic_tile_dataset/MT_Fray/Imgs/exp6_num_258703.png,Fray,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_275709.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_275709.png,Free,0
data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp3_num_308061.jpg,data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp3_num_308061.png,Blowhole,1
data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp3_num_346347.jpg,data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp3_num_346347.png,Blowhole,1
data/raw/magnetic_tile_dataset/MT_Break/Imgs/exp3_num_320689.jpg,data/raw/magnetic_tile_dataset/MT_Break/Imgs/exp3_num_320689.png,Break,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_296682.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_296682.png,Free,0
data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp1_num_311809.jpg,data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp1_num_311809.png,Uneven,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp3_num_342889.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp3_num_342889.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_2086.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_2086.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_10957.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_10957.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_887.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_887.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp5_num_279145.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp5_num_279145.png,Free,0
data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp4_num_328029.jpg,data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp4_num_328029.png,Blowhole,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_245834.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_245834.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_257656.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_257656.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp3_num_183198.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp3_num_183198.png,Free,0
data/raw/magnetic_tile_dataset/MT_Break/Imgs/exp3_num_348661.jpg,data/raw/magnetic_tile_dataset/MT_Break/Imgs/exp3_num_348661.png,Break,1
data/raw/magnetic_tile_dataset/MT_Fray/Imgs/exp2_num_77559.jpg,data/raw/magnetic_tile_dataset/MT_Fray/Imgs/exp2_num_77559.png,Fray,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp3_num_240077.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp3_num_240077.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp3_num_70527.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp3_num_70527.png,Free,0
data/raw/magnetic_tile_dataset/MT_Crack/Imgs/exp1_num_276355.jpg,data/raw/magnetic_tile_dataset/MT_Crack/Imgs/exp1_num_276355.png,Crack,1
data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp3_num_274138.jpg,data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp3_num_274138.png,Uneven,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_306496.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_306496.png,Free,0
data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp4_num_262626.jpg,data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp4_num_262626.png,Blowhole,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_260535.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_260535.png,Free,0
data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp3_num_36246.jpg,data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp3_num_36246.png,Blowhole,1
data/raw/magnetic_tile_dataset/MT_Crack/Imgs/exp4_num_342190.jpg,data/raw/magnetic_tile_dataset/MT_Crack/Imgs/exp4_num_342190.png,Crack,1
data/raw/magnetic_tile_dataset/MT_Crack/Imgs/exp3_num_265659.jpg,data/raw/magnetic_tile_dataset/MT_Crack/Imgs/exp3_num_265659.png,Crack,1
data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp1_num_139798.jpg,data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp1_num_139798.png,Uneven,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp5_num_280271.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp5_num_280271.png,Free,0
data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp5_num_262654.jpg,data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp5_num_262654.png,Blowhole,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp5_num_174768.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp5_num_174768.png,Free,0
data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp2_num_155333.jpg,data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp2_num_155333.png,Uneven,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp5_num_5874.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp5_num_5874.png,Free,0
data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp5_num_108791.jpg,data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp5_num_108791.png,Blowhole,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_358138.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_358138.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_16624.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_16624.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp5_num_94986.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp5_num_94986.png,Free,0
data/raw/magnetic_tile_dataset/MT_Break/Imgs/exp3_num_276387.jpg,data/raw/magnetic_tile_dataset/MT_Break/Imgs/exp3_num_276387.png,Break,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_166200.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_166200.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_37354.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_37354.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_320864.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_320864.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp1_num_29469.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp1_num_29469.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_332730.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_332730.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_299824.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_299824.png,Free,0
data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp5_num_592.jpg,data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp5_num_592.png,Uneven,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp1_num_257103.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp1_num_257103.png,Free,0
data/raw/magnetic_tile_dataset/MT_Break/Imgs/exp1_num_348629.jpg,data/raw/magnetic_tile_dataset/MT_Break/Imgs/exp1_num_348629.png,Break,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp3_num_118911.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp3_num_118911.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_266375.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_266375.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_286251.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_286251.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_262661.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_262661.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_319357.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_319357.png,Free,0
data/raw/magnetic_tile_dataset/MT_Crack/Imgs/exp5_num_32201.jpg,data/raw/magnetic_tile_dataset/MT_Crack/Imgs/exp5_num_32201.png,Crack,1
data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp3_num_557.jpg,data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp3_num_557.png,Uneven,1
data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp6_num_313568.jpg,data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp6_num_313568.png,Uneven,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_355658.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_355658.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_255822.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_255822.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_65043.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_65043.png,Free,0
data/raw/magnetic_tile_dataset/MT_Fray/Imgs/exp1_num_77531.jpg,data/raw/magnetic_tile_dataset/MT_Fray/Imgs/exp1_num_77531.png,Fray,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_147986.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_147986.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_39469.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp4_num_39469.png,Free,0
data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp3_num_54291.jpg,data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp3_num_54291.png,Blowhole,1
data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp5_num_5022.jpg,data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp5_num_5022.png,Blowhole,1
data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp2_num_108923.jpg,data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp2_num_108923.png,Blowhole,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_246323.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_246323.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp5_num_180393.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp5_num_180393.png,Free,0
data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp1_num_346311.jpg,data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp1_num_346311.png,Blowhole,1
data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp6_num_139916.jpg,data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp6_num_139916.png,Uneven,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_127730.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_127730.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp3_num_332719.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp3_num_332719.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_277012.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_277012.png,Free,0
data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp1_num_4727.jpg,data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp1_num_4727.png,Blowhole,1
data/raw/magnetic_tile_dataset/MT_Crack/Imgs/exp5_num_342212.jpg,data/raw/magnetic_tile_dataset/MT_Crack/Imgs/exp5_num_342212.png,Crack,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp1_num_319680.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp1_num_319680.png,Free,0
data/raw/magnetic_tile_dataset/MT_Crack/Imgs/exp3_num_249637.jpg,data/raw/magnetic_tile_dataset/MT_Crack/Imgs/exp3_num_249637.png,Crack,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_316778.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_316778.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_54126.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_54126.png,Free,0
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_289705.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp6_num_289705.png,Free,0
data/raw/magnetic_tile_dataset/MT_Break/Imgs/exp5_num_356780.jpg,data/raw/magnetic_tile_dataset/MT_Break/Imgs/exp5_num_356780.png,Break,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_70514.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp2_num_70514.png,Free,0
data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp2_num_186858.jpg,data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp2_num_186858.png,Uneven,1
data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp5_num_54331.jpg,data/raw/magnetic_tile_dataset/MT_Blowhole/Imgs/exp5_num_54331.png,Blowhole,1
data/raw/magnetic_tile_dataset/MT_Break/Imgs/exp1_num_284482.jpg,data/raw/magnetic_tile_dataset/MT_Break/Imgs/exp1_num_284482.png,Break,1
data/raw/magnetic_tile_dataset/MT_Crack/Imgs/exp5_num_116575.jpg,data/raw/magnetic_tile_dataset/MT_Crack/Imgs/exp5_num_116575.png,Crack,1
data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp4_num_172304.jpg,data/raw/magnetic_tile_dataset/MT_Uneven/Imgs/exp4_num_172304.png,Uneven,1
data/raw/magnetic_tile_dataset/MT_Crack/Imgs/exp1_num_85781.jpg,data/raw/magnetic_tile_dataset/MT_Crack/Imgs/exp1_num_85781.png,Crack,1
data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp3_num_13568.jpg,data/raw/magnetic_tile_dataset/MT_Free/Imgs/exp3_num_13568.png,Free,0
